split,label,dataset,episode,segment_index,start_frame,end_frame,sample_start,sample_end,frame,path,instruction,prompt
train,place_on_scanning_table,sorting_packages_part_1,0,2,302,552,377,514,427,train/place_on_scanning_table/sorting_packages_part_1_ep000000_seg02_f000427.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,0,2,302,552,377,514,437,train/place_on_scanning_table/sorting_packages_part_1_ep000000_seg02_f000437.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,0,2,302,552,377,514,447,train/place_on_scanning_table/sorting_packages_part_1_ep000000_seg02_f000447.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,0,2,302,552,377,514,457,train/place_on_scanning_table/sorting_packages_part_1_ep000000_seg02_f000457.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,0,2,302,552,377,514,467,train/place_on_scanning_table/sorting_packages_part_1_ep000000_seg02_f000467.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,0,2,302,552,377,514,477,train/place_on_scanning_table/sorting_packages_part_1_ep000000_seg02_f000477.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,0,2,302,552,377,514,487,train/place_on_scanning_table/sorting_packages_part_1_ep000000_seg02_f000487.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,0,2,302,552,377,514,497,train/place_on_scanning_table/sorting_packages_part_1_ep000000_seg02_f000497.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,0,2,302,552,377,514,507,train/place_on_scanning_table/sorting_packages_part_1_ep000000_seg02_f000507.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,0,2,302,552,377,514,513,train/place_on_scanning_table/sorting_packages_part_1_ep000000_seg02_f000513.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,617,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000617.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,627,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000627.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,637,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000637.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,647,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000647.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,657,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000657.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,667,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000667.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,677,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000677.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,687,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000687.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,697,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000697.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,707,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000707.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,717,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000717.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,727,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000727.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,737,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000737.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,0,3,552,811,617,746,745,train/grab_from_scanning_table/sorting_packages_part_1_ep000000_seg03_f000745.jpg,The right arm grabs the package.,The right arm grabs the package.
train,rotate_to_bin,sorting_packages_part_1,0,4,811,899,815,895,815,train/rotate_to_bin/sorting_packages_part_1_ep000000_seg04_f000815.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,0,4,811,899,815,895,825,train/rotate_to_bin/sorting_packages_part_1_ep000000_seg04_f000825.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,0,4,811,899,815,895,835,train/rotate_to_bin/sorting_packages_part_1_ep000000_seg04_f000835.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,0,4,811,899,815,895,845,train/rotate_to_bin/sorting_packages_part_1_ep000000_seg04_f000845.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,0,4,811,899,815,895,855,train/rotate_to_bin/sorting_packages_part_1_ep000000_seg04_f000855.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,0,4,811,899,815,895,865,train/rotate_to_bin/sorting_packages_part_1_ep000000_seg04_f000865.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,0,4,811,899,815,895,875,train/rotate_to_bin/sorting_packages_part_1_ep000000_seg04_f000875.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,0,4,811,899,815,895,885,train/rotate_to_bin/sorting_packages_part_1_ep000000_seg04_f000885.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
train,rotate_to_bin,sorting_packages_part_1,0,4,811,899,815,895,894,train/rotate_to_bin/sorting_packages_part_1_ep000000_seg04_f000894.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
train,place_in_blue_bin,sorting_packages_part_1,0,5,899,922,900,921,900,train/place_in_blue_bin/sorting_packages_part_1_ep000000_seg05_f000900.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,place_in_blue_bin,sorting_packages_part_1,0,5,899,922,900,921,910,train/place_in_blue_bin/sorting_packages_part_1_ep000000_seg05_f000910.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,place_in_blue_bin,sorting_packages_part_1,0,5,899,922,900,921,920,train/place_in_blue_bin/sorting_packages_part_1_ep000000_seg05_f000920.jpg,Place the package in the blue bin.,Place the package in the blue bin.
train,return_initial,sorting_packages_part_1,0,6,922,998,926,995,926,train/return_initial/sorting_packages_part_1_ep000000_seg06_f000926.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,0,6,922,998,926,995,936,train/return_initial/sorting_packages_part_1_ep000000_seg06_f000936.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,0,6,922,998,926,995,946,train/return_initial/sorting_packages_part_1_ep000000_seg06_f000946.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,0,6,922,998,926,995,956,train/return_initial/sorting_packages_part_1_ep000000_seg06_f000956.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,0,6,922,998,926,995,966,train/return_initial/sorting_packages_part_1_ep000000_seg06_f000966.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,0,6,922,998,926,995,976,train/return_initial/sorting_packages_part_1_ep000000_seg06_f000976.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,0,6,922,998,926,995,986,train/return_initial/sorting_packages_part_1_ep000000_seg06_f000986.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,return_initial,sorting_packages_part_1,0,6,922,998,926,995,994,train/return_initial/sorting_packages_part_1_ep000000_seg06_f000994.jpg,Both arms coordinate and the waist returns to the initial posture.,Both arms coordinate and the waist returns to the initial posture.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,10,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000010.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,20,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000020.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,30,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000030.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,40,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000040.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,50,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000050.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,60,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000060.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,70,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000070.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,80,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000080.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,90,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000090.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,100,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000100.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,110,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000110.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,120,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000120.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,130,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000130.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,140,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000140.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,150,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000150.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,160,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000160.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,170,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000170.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,grab_table,sorting_packages_part_1,1,0,0,191,10,181,180,train/grab_table/sorting_packages_part_1_ep000001_seg00_f000180.jpg,Grab the package on the table with right arm red.,Grab the package on the table with right arm red.
train,turn_to_scanner,sorting_packages_part_1,1,1,191,274,195,270,195,train/turn_to_scanner/sorting_packages_part_1_ep000001_seg01_f000195.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,1,1,191,274,195,270,205,train/turn_to_scanner/sorting_packages_part_1_ep000001_seg01_f000205.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,1,1,191,274,195,270,215,train/turn_to_scanner/sorting_packages_part_1_ep000001_seg01_f000215.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,1,1,191,274,195,270,225,train/turn_to_scanner/sorting_packages_part_1_ep000001_seg01_f000225.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,1,1,191,274,195,270,235,train/turn_to_scanner/sorting_packages_part_1_ep000001_seg01_f000235.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,1,1,191,274,195,270,245,train/turn_to_scanner/sorting_packages_part_1_ep000001_seg01_f000245.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,1,1,191,274,195,270,255,train/turn_to_scanner/sorting_packages_part_1_ep000001_seg01_f000255.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,1,1,191,274,195,270,265,train/turn_to_scanner/sorting_packages_part_1_ep000001_seg01_f000265.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,turn_to_scanner,sorting_packages_part_1,1,1,191,274,195,270,269,train/turn_to_scanner/sorting_packages_part_1_ep000001_seg01_f000269.jpg,Turn the waist right to face the barcode scanner.,Turn the waist right to face the barcode scanner.
train,place_on_scanning_table,sorting_packages_part_1,1,2,274,435,322,411,322,train/place_on_scanning_table/sorting_packages_part_1_ep000001_seg02_f000322.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,1,2,274,435,322,411,332,train/place_on_scanning_table/sorting_packages_part_1_ep000001_seg02_f000332.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,1,2,274,435,322,411,342,train/place_on_scanning_table/sorting_packages_part_1_ep000001_seg02_f000342.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,1,2,274,435,322,411,352,train/place_on_scanning_table/sorting_packages_part_1_ep000001_seg02_f000352.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,1,2,274,435,322,411,362,train/place_on_scanning_table/sorting_packages_part_1_ep000001_seg02_f000362.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,1,2,274,435,322,411,372,train/place_on_scanning_table/sorting_packages_part_1_ep000001_seg02_f000372.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,1,2,274,435,322,411,382,train/place_on_scanning_table/sorting_packages_part_1_ep000001_seg02_f000382.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,1,2,274,435,322,411,392,train/place_on_scanning_table/sorting_packages_part_1_ep000001_seg02_f000392.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,1,2,274,435,322,411,402,train/place_on_scanning_table/sorting_packages_part_1_ep000001_seg02_f000402.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,place_on_scanning_table,sorting_packages_part_1,1,2,274,435,322,411,410,train/place_on_scanning_table/sorting_packages_part_1_ep000001_seg02_f000410.jpg,Place the package on the scanning table with the barcode facing up.,Place the package on the scanning table with the barcode facing up.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,503,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000503.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,513,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000513.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,523,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000523.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,533,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000533.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,543,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000543.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,553,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000553.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,563,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000563.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,573,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000573.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,583,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000583.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,593,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000593.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,603,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000603.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,613,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000613.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,623,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000623.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,633,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000633.jpg,The right arm grabs the package.,The right arm grabs the package.
train,grab_from_scanning_table,sorting_packages_part_1,1,3,435,705,503,637,636,train/grab_from_scanning_table/sorting_packages_part_1_ep000001_seg03_f000636.jpg,The right arm grabs the package.,The right arm grabs the package.
train,rotate_to_bin,sorting_packages_part_1,1,4,705,762,708,759,708,train/rotate_to_bin/sorting_packages_part_1_ep000001_seg04_f000708.jpg,Rotate the waist with the right arm.,Rotate the waist with the right arm.
